haulid,lengthclass,sppLatin,numlengthclass,year,latitudestart,longitudestart
p05150678324,largejuv,balistes capriscus,0,2015,32.72,-78.52
p05150678324,smalljuv,balistes capriscus,0,2015,32.72,-78.52
t60154073324,adult,balistes capriscus,0,2015,31.98,-79.37
t60154073324,largejuv,balistes capriscus,0,2015,31.98,-79.37
t60154073324,smalljuv,balistes capriscus,0,2015,31.98,-79.37
p05160519324,adult,balistes capriscus,0,2016,32.79,-78.32
p05160519324,largejuv,balistes capriscus,0,2016,32.79,-78.32
p05160519324,smalljuv,balistes capriscus,0,2016,32.79,-78.32
p05160667324,adult,balistes capriscus,0,2016,32.44,-78.96
p05160667324,largejuv,balistes capriscus,0,2016,32.44,-78.96
p05160667324,smalljuv,balistes capriscus,0,2016,32.44,-78.96
p05040286324,adult,balistes capriscus,0,2004,30,-80.28
p05040286324,largejuv,balistes capriscus,0,2004,30,-80.28
p05040286324,smalljuv,balistes capriscus,0,2004,30,-80.28
p05080176324,adult,balistes capriscus,0,2008,30.07,-80.28
p05080176324,largejuv,balistes capriscus,0,2008,30.07,-80.28
p05080176324,smalljuv,balistes capriscus,0,2008,30.07,-80.28
t60100221324,adult,balistes capriscus,0,2010,30.08,-80.28
t60100221324,largejuv,balistes capriscus,0,2010,30.08,-80.28
t60100221324,smalljuv,balistes capriscus,0,2010,30.08,-80.28
t59117066061,adult,balistes capriscus,0,2011,33.45,-77
t59117066061,largejuv,balistes capriscus,0,2011,33.45,-77
t59117066061,smalljuv,balistes capriscus,0,2011,33.45,-77
t60123438324,adult,balistes capriscus,0,2012,29.94,-80.29
t60123438324,largejuv,balistes capriscus,0,2012,29.94,-80.29
t60123438324,smalljuv,balistes capriscus,0,2012,29.94,-80.29
t60123459324,adult,balistes capriscus,0,2012,29.94,-80.3
t60123459324,largejuv,balistes capriscus,0,2012,29.94,-80.3
t60123459324,smalljuv,balistes capriscus,0,2012,29.94,-80.3
p05130043324,adult,balistes capriscus,0,2013,32.28,-79.05
p05130043324,largejuv,balistes capriscus,0,2013,32.28,-79.05
p05130043324,smalljuv,balistes capriscus,0,2013,32.28,-79.05
t60134263324,adult,balistes capriscus,0,2013,29.99,-80.28
t60134263324,largejuv,balistes capriscus,0,2013,29.99,-80.28
t60134263324,smalljuv,balistes capriscus,0,2013,29.99,-80.28
t60153233324,adult,balistes capriscus,0,2015,29.96,-80.28
t60153233324,largejuv,balistes capriscus,0,2015,29.96,-80.28
t60153233324,smalljuv,balistes capriscus,0,2015,29.96,-80.28
t60153833324,adult,balistes capriscus,0,2015,33.75,-76.64
t60153833324,largejuv,balistes capriscus,0,2015,33.75,-76.64
t60153833324,smalljuv,balistes capriscus,0,2015,33.75,-76.64
t60153843324,adult,balistes capriscus,0,2015,33.74,-76.77
t60153843324,largejuv,balistes capriscus,0,2015,33.74,-76.77
t60153843324,smalljuv,balistes capriscus,0,2015,33.74,-76.77
p05150685324,adult,balistes capriscus,0,2015,32.68,-78.55
p05150685324,largejuv,balistes capriscus,0,2015,32.68,-78.55
p05150685324,smalljuv,balistes capriscus,0,2015,32.68,-78.55
p05160185324,adult,balistes capriscus,0,2016,32.45,-78.94
p05160185324,largejuv,balistes capriscus,0,2016,32.45,-78.94
p05160185324,smalljuv,balistes capriscus,0,2016,32.45,-78.94
t60163558324,adult,balistes capriscus,0,2016,33.68,-76.94
t60163558324,largejuv,balistes capriscus,0,2016,33.68,-76.94
t60163558324,smalljuv,balistes capriscus,0,2016,33.68,-76.94
t60163701324,adult,balistes capriscus,0,2016,33.4,-77.25
t60163701324,largejuv,balistes capriscus,0,2016,33.4,-77.25
t60163701324,smalljuv,balistes capriscus,0,2016,33.4,-77.25
p05160590324,adult,balistes capriscus,0,2016,33.75,-77.29
p05160590324,largejuv,balistes capriscus,0,2016,33.75,-77.29
p05160590324,smalljuv,balistes capriscus,0,2016,33.75,-77.29
p05160614324,adult,balistes capriscus,0,2016,33.62,-76.86
p05160614324,largejuv,balistes capriscus,0,2016,33.62,-76.86
p05160614324,smalljuv,balistes capriscus,0,2016,33.62,-76.86
p05100022324,adult,balistes capriscus,0,2010,31.49,-79.72
p05100022324,largejuv,balistes capriscus,0,2010,31.49,-79.72
p05100022324,smalljuv,balistes capriscus,0,2010,31.49,-79.72
t60100158324,adult,balistes capriscus,0,2010,28.9,-80.18
t60100158324,largejuv,balistes capriscus,0,2010,28.9,-80.18
t60100158324,smalljuv,balistes capriscus,0,2010,28.9,-80.18
t60101120324,adult,balistes capriscus,0,2010,30.57,-80.16
t60101120324,largejuv,balistes capriscus,0,2010,30.57,-80.16
t60101120324,smalljuv,balistes capriscus,0,2010,30.57,-80.16
t60123156324,adult,balistes capriscus,0,2012,31.51,-79.72
t60123156324,largejuv,balistes capriscus,0,2012,31.51,-79.72
t60123156324,smalljuv,balistes capriscus,0,2012,31.51,-79.72
t60123472324,adult,balistes capriscus,0,2012,30.06,-80.28
t60123472324,largejuv,balistes capriscus,0,2012,30.06,-80.28
t60123472324,smalljuv,balistes capriscus,0,2012,30.06,-80.28
p05120432324,adult,balistes capriscus,0,2012,32.07,-79.23
p05120432324,largejuv,balistes capriscus,0,2012,32.07,-79.23
p05120432324,smalljuv,balistes capriscus,0,2012,32.07,-79.23
p05120438324,adult,balistes capriscus,0,2012,32.25,-79.18
p05120438324,largejuv,balistes capriscus,0,2012,32.25,-79.18
p05120438324,smalljuv,balistes capriscus,0,2012,32.25,-79.18
t60133142324,adult,balistes capriscus,0,2013,30.52,-80.47
t60133142324,largejuv,balistes capriscus,0,2013,30.52,-80.47
t60133142324,smalljuv,balistes capriscus,0,2013,30.52,-80.47
p05130241324,adult,balistes capriscus,0,2013,32.67,-78.56
p05130241324,largejuv,balistes capriscus,0,2013,32.67,-78.56
p05130241324,smalljuv,balistes capriscus,0,2013,32.67,-78.56
p05130374324,adult,balistes capriscus,0,2013,32.34,-79.05
p05130374324,largejuv,balistes capriscus,0,2013,32.34,-79.05
p05130374324,smalljuv,balistes capriscus,0,2013,32.34,-79.05
t60143107324,adult,balistes capriscus,0,2014,30.39,-80.22
t60143107324,largejuv,balistes capriscus,0,2014,30.39,-80.22
t60143107324,smalljuv,balistes capriscus,0,2014,30.39,-80.22
p05140092324,adult,balistes capriscus,0,2014,31.99,-79.38
p05140092324,largejuv,balistes capriscus,0,2014,31.99,-79.38
p05140092324,smalljuv,balistes capriscus,0,2014,31.99,-79.38
p05140126324,adult,balistes capriscus,0,2014,32.35,-79.05
p05140126324,largejuv,balistes capriscus,0,2014,32.35,-79.05
p05140126324,smalljuv,balistes capriscus,0,2014,32.35,-79.05
t60143511324,adult,balistes capriscus,0,2014,33.8,-76.58
t60143511324,largejuv,balistes capriscus,0,2014,33.8,-76.58
t60143511324,smalljuv,balistes capriscus,0,2014,33.8,-76.58
p05140309324,adult,balistes capriscus,0,2014,32.29,-79.04
p05140309324,largejuv,balistes capriscus,0,2014,32.29,-79.04
p05140309324,smalljuv,balistes capriscus,0,2014,32.29,-79.04
t60153256324,adult,balistes capriscus,0,2015,29.01,-80.19
t60153256324,largejuv,balistes capriscus,0,2015,29.01,-80.19
t60153256324,smalljuv,balistes capriscus,0,2015,29.01,-80.19
t60153367324,adult,balistes capriscus,0,2015,29.72,-80.45
t60153367324,largejuv,balistes capriscus,0,2015,29.72,-80.45
t60153367324,smalljuv,balistes capriscus,0,2015,29.72,-80.45
p05150613061,adult,balistes capriscus,0,2015,33.47,-76.97
p05150613061,largejuv,balistes capriscus,0,2015,33.47,-76.97
p05150613061,smalljuv,balistes capriscus,0,2015,33.47,-76.97
t60163898324,adult,balistes capriscus,0,2016,30.4,-80.22
t60163898324,largejuv,balistes capriscus,0,2016,30.4,-80.22
t60163898324,smalljuv,balistes capriscus,0,2016,30.4,-80.22
p05971074324,adult,balistes capriscus,0,1997,34.28,-76.83
p05971074324,largejuv,balistes capriscus,0,1997,34.28,-76.83
p05971074324,smalljuv,balistes capriscus,0,1997,34.28,-76.83
p05001103061,adult,balistes capriscus,0,2000,33.91,-76.44
p05001103061,largejuv,balistes capriscus,0,2000,33.91,-76.44
p05001103061,smalljuv,balistes capriscus,0,2000,33.91,-76.44
p05090321324,adult,balistes capriscus,0,2009,32.35,-79.03
p05090321324,largejuv,balistes capriscus,0,2009,32.35,-79.03
p05090321324,smalljuv,balistes capriscus,0,2009,32.35,-79.03
t60123454324,adult,balistes capriscus,0,2012,29.85,-80.29
t60123454324,largejuv,balistes capriscus,0,2012,29.85,-80.29
t60123454324,smalljuv,balistes capriscus,0,2012,29.85,-80.29
t60123464324,adult,balistes capriscus,0,2012,30.09,-80.27
t60123464324,largejuv,balistes capriscus,0,2012,30.09,-80.27
t60123464324,smalljuv,balistes capriscus,0,2012,30.09,-80.27
t60133089324,adult,balistes capriscus,0,2013,29.94,-80.31
t60133089324,largejuv,balistes capriscus,0,2013,29.94,-80.31
t60133089324,smalljuv,balistes capriscus,0,2013,29.94,-80.31
t60133313324,adult,balistes capriscus,0,2013,30.45,-80.21
t60133313324,largejuv,balistes capriscus,0,2013,30.45,-80.21
t60133313324,smalljuv,balistes capriscus,0,2013,30.45,-80.21
p05130262324,adult,balistes capriscus,0,2013,33.76,-76.63
p05130262324,largejuv,balistes capriscus,0,2013,33.76,-76.63
p05130262324,smalljuv,balistes capriscus,0,2013,33.76,-76.63
p05130361324,adult,balistes capriscus,0,2013,32.26,-79.17
p05130361324,largejuv,balistes capriscus,0,2013,32.26,-79.17
p05130361324,smalljuv,balistes capriscus,0,2013,32.26,-79.17
t60133824324,adult,balistes capriscus,0,2013,30.73,-80.22
t60133824324,largejuv,balistes capriscus,0,2013,30.73,-80.22
t60133824324,smalljuv,balistes capriscus,0,2013,30.73,-80.22
t60134372324,adult,balistes capriscus,0,2013,31.49,-79.72
t60134372324,largejuv,balistes capriscus,0,2013,31.49,-79.72
t60134372324,smalljuv,balistes capriscus,0,2013,31.49,-79.72
t60143092324,adult,balistes capriscus,0,2014,30.47,-80.2
t60143092324,largejuv,balistes capriscus,0,2014,30.47,-80.2
t60143092324,smalljuv,balistes capriscus,0,2014,30.47,-80.2
t60143821324,adult,balistes capriscus,0,2014,33.77,-77
t60143821324,largejuv,balistes capriscus,0,2014,33.77,-77
t60143821324,smalljuv,balistes capriscus,0,2014,33.77,-77
t60153377324,adult,balistes capriscus,0,2015,28.89,-80.18
t60153377324,largejuv,balistes capriscus,0,2015,28.89,-80.18
t60153377324,smalljuv,balistes capriscus,0,2015,28.89,-80.18
t60154114324,adult,balistes capriscus,0,2015,30.09,-80.27
t60154114324,largejuv,balistes capriscus,0,2015,30.09,-80.27
t60154114324,smalljuv,balistes capriscus,0,2015,30.09,-80.27
t60163127324,adult,balistes capriscus,0,2016,30.45,-80.2
t60163127324,largejuv,balistes capriscus,0,2016,30.45,-80.2
t60163127324,smalljuv,balistes capriscus,0,2016,30.45,-80.2
p05160195324,adult,balistes capriscus,0,2016,32.59,-79.15
p05160195324,largejuv,balistes capriscus,0,2016,32.59,-79.15
p05160195324,smalljuv,balistes capriscus,0,2016,32.59,-79.15
t60163501324,adult,balistes capriscus,0,2016,33.73,-76.78
t60163501324,largejuv,balistes capriscus,0,2016,33.73,-76.78
t60163501324,smalljuv,balistes capriscus,0,2016,33.73,-76.78
p05160269061,adult,balistes capriscus,0,2016,33.42,-77.07
p05160269061,largejuv,balistes capriscus,0,2016,33.42,-77.07
p05160269061,smalljuv,balistes capriscus,0,2016,33.42,-77.07
p05960198324,adult,balistes capriscus,0,1996,32.49,-78.83
p05960198324,largejuv,balistes capriscus,0,1996,32.49,-78.83
p05960198324,smalljuv,balistes capriscus,0,1996,32.49,-78.83
p05011134324,adult,balistes capriscus,0,2001,31.53,-79.75
p05011134324,largejuv,balistes capriscus,0,2001,31.53,-79.75
p05011134324,smalljuv,balistes capriscus,0,2001,31.53,-79.75
t60113143324,adult,balistes capriscus,0,2011,29.93,-80.3
t60113143324,largejuv,balistes capriscus,0,2011,29.93,-80.3
t60113143324,smalljuv,balistes capriscus,0,2011,29.93,-80.3
t59117112061,adult,balistes capriscus,0,2011,33.71,-76.7
t59117112061,largejuv,balistes capriscus,0,2011,33.71,-76.7
t59117112061,smalljuv,balistes capriscus,0,2011,33.71,-76.7
t60123488324,adult,balistes capriscus,0,2012,30.48,-80.2
t60123488324,largejuv,balistes capriscus,0,2012,30.48,-80.2
t60123488324,smalljuv,balistes capriscus,0,2012,30.48,-80.2
t60123640324,adult,balistes capriscus,0,2012,31.1,-79.92
t60123640324,largejuv,balistes capriscus,0,2012,31.1,-79.92
t60123640324,smalljuv,balistes capriscus,0,2012,31.1,-79.92
p05130097324,adult,balistes capriscus,0,2013,32.76,-78.44
p05130097324,largejuv,balistes capriscus,0,2013,32.76,-78.44
p05130097324,smalljuv,balistes capriscus,0,2013,32.76,-78.44
t60133329324,adult,balistes capriscus,0,2013,30.48,-80.21
t60133329324,largejuv,balistes capriscus,0,2013,30.48,-80.21
t60133329324,smalljuv,balistes capriscus,0,2013,30.48,-80.21
p05130612324,adult,balistes capriscus,0,2013,32.6,-78.58
p05130612324,largejuv,balistes capriscus,0,2013,32.6,-78.58
p05130612324,smalljuv,balistes capriscus,0,2013,32.6,-78.58
t60143089324,adult,balistes capriscus,0,2014,30.48,-80.21
t60143089324,largejuv,balistes capriscus,0,2014,30.48,-80.21
t60143089324,smalljuv,balistes capriscus,0,2014,30.48,-80.21
t60143230324,adult,balistes capriscus,0,2014,29.93,-80.3
t60143230324,largejuv,balistes capriscus,0,2014,29.93,-80.3
t60143230324,smalljuv,balistes capriscus,0,2014,29.93,-80.3
p05140329324,adult,balistes capriscus,0,2014,32.48,-78.9
p05140329324,largejuv,balistes capriscus,0,2014,32.48,-78.9
p05140329324,smalljuv,balistes capriscus,0,2014,32.48,-78.9
t60143794324,adult,balistes capriscus,0,2014,33.63,-76.83
t60143794324,largejuv,balistes capriscus,0,2014,33.63,-76.83
t60143794324,smalljuv,balistes capriscus,0,2014,33.63,-76.83
p05160024324,adult,balistes capriscus,0,2016,32.34,-79.6
p05160024324,largejuv,balistes capriscus,0,2016,32.34,-79.6
p05160024324,smalljuv,balistes capriscus,0,2016,32.34,-79.6
p05100193061,adult,balistes capriscus,0,2010,33.82,-76.55
p05100193061,largejuv,balistes capriscus,0,2010,33.82,-76.55
p05100193061,smalljuv,balistes capriscus,0,2010,33.82,-76.55
p05120248324,adult,balistes capriscus,0,2012,33.44,-77.02
p05120248324,largejuv,balistes capriscus,0,2012,33.44,-77.02
p05120248324,smalljuv,balistes capriscus,0,2012,33.44,-77.02
t60123453324,adult,balistes capriscus,0,2012,29.86,-80.28
t60123453324,largejuv,balistes capriscus,0,2012,29.86,-80.28
t60123453324,smalljuv,balistes capriscus,0,2012,29.86,-80.28
t60123457324,adult,balistes capriscus,0,2012,29.95,-80.3
t60123457324,largejuv,balistes capriscus,0,2012,29.95,-80.3
t60123457324,smalljuv,balistes capriscus,0,2012,29.95,-80.3
t60123468324,adult,balistes capriscus,0,2012,30.07,-80.28
t60123468324,largejuv,balistes capriscus,0,2012,30.07,-80.28
t60123468324,smalljuv,balistes capriscus,0,2012,30.07,-80.28
p05120382324,adult,balistes capriscus,0,2012,32.48,-78.9
p05120382324,largejuv,balistes capriscus,0,2012,32.48,-78.9
p05120382324,smalljuv,balistes capriscus,0,2012,32.48,-78.9
t60133311324,adult,balistes capriscus,0,2013,30.49,-80.2
t60133311324,largejuv,balistes capriscus,0,2013,30.49,-80.2
t60133311324,smalljuv,balistes capriscus,0,2013,30.49,-80.2
t60133321324,adult,balistes capriscus,0,2013,30.48,-80.21
t60133321324,largejuv,balistes capriscus,0,2013,30.48,-80.21
t60133321324,smalljuv,balistes capriscus,0,2013,30.48,-80.21
p05130251324,adult,balistes capriscus,0,2013,32.86,-78.25
p05130251324,largejuv,balistes capriscus,0,2013,32.86,-78.25
p05130251324,smalljuv,balistes capriscus,0,2013,32.86,-78.25
t60133841324,adult,balistes capriscus,0,2013,30.43,-80.21
t60133841324,largejuv,balistes capriscus,0,2013,30.43,-80.21
t60133841324,smalljuv,balistes capriscus,0,2013,30.43,-80.21
t60143110324,adult,balistes capriscus,0,2014,30.41,-80.21
t60143110324,largejuv,balistes capriscus,0,2014,30.41,-80.21
t60143110324,smalljuv,balistes capriscus,0,2014,30.41,-80.21
t60143155324,adult,balistes capriscus,0,2014,29.76,-80.45
t60143155324,largejuv,balistes capriscus,0,2014,29.76,-80.45
t60143155324,smalljuv,balistes capriscus,0,2014,29.76,-80.45
p05140094324,adult,balistes capriscus,0,2014,31.98,-79.37
p05140094324,largejuv,balistes capriscus,0,2014,31.98,-79.37
p05140094324,smalljuv,balistes capriscus,0,2014,31.98,-79.37
p05140424324,adult,balistes capriscus,0,2014,34.48,-75.88
p05140424324,largejuv,balistes capriscus,0,2014,34.48,-75.88
p05140424324,smalljuv,balistes capriscus,0,2014,34.48,-75.88
t60163541324,adult,balistes capriscus,0,2016,33.45,-77.01
t60163541324,largejuv,balistes capriscus,0,2016,33.45,-77.01
t60163541324,smalljuv,balistes capriscus,0,2016,33.45,-77.01
p05160463324,adult,balistes capriscus,0,2016,32.15,-79.28
p05160463324,largejuv,balistes capriscus,0,2016,32.15,-79.28
p05160463324,smalljuv,balistes capriscus,0,2016,32.15,-79.28
p05991108061,adult,balistes capriscus,0,1999,33.88,-76.46
p05991108061,largejuv,balistes capriscus,0,1999,33.88,-76.46
p05991108061,smalljuv,balistes capriscus,0,1999,33.88,-76.46
t60123092324,adult,balistes capriscus,0,2012,28.87,-80.17
t60123092324,largejuv,balistes capriscus,0,2012,28.87,-80.17
t60123092324,smalljuv,balistes capriscus,0,2012,28.87,-80.17
t60133812324,adult,balistes capriscus,0,2013,31.13,-79.92
t60133812324,largejuv,balistes capriscus,0,2013,31.13,-79.92
t60133812324,smalljuv,balistes capriscus,0,2013,31.13,-79.92
t60143093324,adult,balistes capriscus,0,2014,30.47,-80.21
t60143093324,largejuv,balistes capriscus,0,2014,30.47,-80.21
t60143093324,smalljuv,balistes capriscus,0,2014,30.47,-80.21
t60143633324,adult,balistes capriscus,0,2014,33.37,-77.17
t60143633324,largejuv,balistes capriscus,0,2014,33.37,-77.17
t60143633324,smalljuv,balistes capriscus,0,2014,33.37,-77.17
p05140419324,adult,balistes capriscus,0,2014,34.48,-75.88
p05140419324,largejuv,balistes capriscus,0,2014,34.48,-75.88
p05140419324,smalljuv,balistes capriscus,0,2014,34.48,-75.88
t60153234324,adult,balistes capriscus,0,2015,29.97,-80.28
t60153234324,largejuv,balistes capriscus,0,2015,29.97,-80.28
t60153234324,smalljuv,balistes capriscus,0,2015,29.97,-80.28
t60153253324,adult,balistes capriscus,0,2015,29.03,-80.2
t60153253324,largejuv,balistes capriscus,0,2015,29.03,-80.2
t60153253324,smalljuv,balistes capriscus,0,2015,29.03,-80.2
t60153473324,adult,balistes capriscus,0,2015,30.37,-80.34
t60153473324,largejuv,balistes capriscus,0,2015,30.37,-80.34
t60153473324,smalljuv,balistes capriscus,0,2015,30.37,-80.34
p05150281324,adult,balistes capriscus,0,2015,33.64,-76.94
p05150281324,largejuv,balistes capriscus,0,2015,33.64,-76.94
p05150281324,smalljuv,balistes capriscus,0,2015,33.64,-76.94
p05150502324,adult,balistes capriscus,0,2015,31.61,-79.68
p05150502324,largejuv,balistes capriscus,0,2015,31.61,-79.68
p05150502324,smalljuv,balistes capriscus,0,2015,31.61,-79.68
t60163973324,adult,balistes capriscus,0,2016,29.69,-80.29
t60163973324,largejuv,balistes capriscus,0,2016,29.69,-80.29
t60163973324,smalljuv,balistes capriscus,0,2016,29.69,-80.29
p05040407061,adult,balistes capriscus,0,2004,33.87,-76.47
p05040407061,largejuv,balistes capriscus,0,2004,33.87,-76.47
p05040407061,smalljuv,balistes capriscus,0,2004,33.87,-76.47
t59117109061,adult,balistes capriscus,0,2011,33.72,-76.7
t59117109061,largejuv,balistes capriscus,0,2011,33.72,-76.7
t59117109061,smalljuv,balistes capriscus,0,2011,33.72,-76.7
p05120241324,adult,balistes capriscus,0,2012,33.43,-77.05
p05120241324,largejuv,balistes capriscus,0,2012,33.43,-77.05
p05120241324,smalljuv,balistes capriscus,0,2012,33.43,-77.05
t60133553324,adult,balistes capriscus,0,2013,31.98,-79.37
t60133553324,largejuv,balistes capriscus,0,2013,31.98,-79.37
t60133553324,smalljuv,balistes capriscus,0,2013,31.98,-79.37
t60133682324,adult,balistes capriscus,0,2013,29.69,-80.29
t60133682324,largejuv,balistes capriscus,0,2013,29.69,-80.29
t60133682324,smalljuv,balistes capriscus,0,2013,29.69,-80.29
t60143099324,adult,balistes capriscus,0,2014,30.46,-80.2
t60143099324,largejuv,balistes capriscus,0,2014,30.46,-80.2
t60143099324,smalljuv,balistes capriscus,0,2014,30.46,-80.2
t60153208324,adult,balistes capriscus,0,2015,31.47,-79.79
t60153208324,largejuv,balistes capriscus,0,2015,31.47,-79.79
t60153208324,smalljuv,balistes capriscus,0,2015,31.47,-79.79
t60153248324,adult,balistes capriscus,0,2015,30.05,-80.28
t60153248324,largejuv,balistes capriscus,0,2015,30.05,-80.28
t60153248324,smalljuv,balistes capriscus,0,2015,30.05,-80.28
p05130265324,adult,balistes capriscus,0,2013,33.75,-76.65
p05130265324,largejuv,balistes capriscus,0,2013,33.75,-76.65
p05130265324,smalljuv,balistes capriscus,0,2013,33.75,-76.65
t60143096324,adult,balistes capriscus,0,2014,30.46,-80.2
t60143096324,largejuv,balistes capriscus,0,2014,30.46,-80.2
t60143096324,smalljuv,balistes capriscus,0,2014,30.46,-80.2
p05160481061,adult,balistes capriscus,0,2016,32.08,-79.24
p05160481061,largejuv,balistes capriscus,0,2016,32.08,-79.24
p05160481061,smalljuv,balistes capriscus,0,2016,32.08,-79.24
p05030156061,adult,balistes capriscus,0,2003,33.2,-77.33
p05030156061,largejuv,balistes capriscus,0,2003,33.2,-77.33
p05030156061,smalljuv,balistes capriscus,0,2003,33.2,-77.33
t60123334324,adult,balistes capriscus,0,2012,30.57,-80.16
t60123334324,largejuv,balistes capriscus,0,2012,30.57,-80.16
t60123334324,smalljuv,balistes capriscus,0,2012,30.57,-80.16
t60123460324,adult,balistes capriscus,0,2012,29.94,-80.3
t60123460324,largejuv,balistes capriscus,0,2012,29.94,-80.3
t60123460324,smalljuv,balistes capriscus,0,2012,29.94,-80.3
t60133021324,adult,balistes capriscus,0,2013,29.75,-80.45
t60133021324,largejuv,balistes capriscus,0,2013,29.75,-80.45
t60133021324,smalljuv,balistes capriscus,0,2013,29.75,-80.45
p05130559061,adult,balistes capriscus,0,2013,33.47,-76.96
p05130559061,largejuv,balistes capriscus,0,2013,33.47,-76.96
p05130559061,smalljuv,balistes capriscus,0,2013,33.47,-76.96
t60153548324,adult,balistes capriscus,0,2015,34.46,-75.9
t60153548324,largejuv,balistes capriscus,0,2015,34.46,-75.9
t60153548324,smalljuv,balistes capriscus,0,2015,34.46,-75.9
t60163699324,adult,balistes capriscus,0,2016,33.41,-77.24
t60163699324,largejuv,balistes capriscus,0,2016,33.41,-77.24
t60163699324,smalljuv,balistes capriscus,0,2016,33.41,-77.24
t60163966324,adult,balistes capriscus,0,2016,29.75,-80.29
t60163966324,largejuv,balistes capriscus,0,2016,29.75,-80.29
t60163966324,smalljuv,balistes capriscus,0,2016,29.75,-80.29
p05050117324,adult,balistes capriscus,0,2005,30.44,-80.21
p05050117324,largejuv,balistes capriscus,0,2005,30.44,-80.21
p05050117324,smalljuv,balistes capriscus,0,2005,30.44,-80.21
t60153681324,adult,balistes capriscus,0,2015,33.47,-76.96
t60153681324,largejuv,balistes capriscus,0,2015,33.47,-76.96
t60153681324,smalljuv,balistes capriscus,0,2015,33.47,-76.96
p05160283061,adult,balistes capriscus,0,2016,33.47,-76.97
p05160283061,largejuv,balistes capriscus,0,2016,33.47,-76.97
p05160283061,smalljuv,balistes capriscus,0,2016,33.47,-76.97
t60133809324,adult,balistes capriscus,0,2013,31.05,-80.04
t60133809324,largejuv,balistes capriscus,0,2013,31.05,-80.04
t60133809324,smalljuv,balistes capriscus,0,2013,31.05,-80.04
p05150615061,adult,balistes capriscus,0,2015,33.47,-76.96
p05150615061,largejuv,balistes capriscus,0,2015,33.47,-76.96
p05150615061,smalljuv,balistes capriscus,0,2015,33.47,-76.96
t60154070324,adult,balistes capriscus,0,2015,31.92,-79.44
t60154070324,largejuv,balistes capriscus,0,2015,31.92,-79.44
t60154070324,smalljuv,balistes capriscus,0,2015,31.92,-79.44
p05160284061,adult,balistes capriscus,0,2016,33.47,-76.97
p05160284061,largejuv,balistes capriscus,0,2016,33.47,-76.97
p05160284061,smalljuv,balistes capriscus,0,2016,33.47,-76.97
p05160285061,adult,balistes capriscus,0,2016,33.47,-76.96
p05160285061,largejuv,balistes capriscus,0,2016,33.47,-76.96
p05160285061,smalljuv,balistes capriscus,0,2016,33.47,-76.96
p05160286061,adult,balistes capriscus,0,2016,33.47,-76.96
p05160286061,largejuv,balistes capriscus,0,2016,33.47,-76.96
p05160286061,smalljuv,balistes capriscus,0,2016,33.47,-76.96
t59095064061,adult,balistes capriscus,0,2009,33.76,-76.62
t59095064061,largejuv,balistes capriscus,0,2009,33.76,-76.62
t59095064061,smalljuv,balistes capriscus,0,2009,33.76,-76.62
p05130646324,adult,balistes capriscus,0,2013,34.48,-75.89
p05130646324,largejuv,balistes capriscus,0,2013,34.48,-75.89
p05130646324,smalljuv,balistes capriscus,0,2013,34.48,-75.89
p05150273324,adult,balistes capriscus,0,2015,33.62,-76.86
p05150273324,largejuv,balistes capriscus,0,2015,33.62,-76.86
p05150273324,smalljuv,balistes capriscus,0,2015,33.62,-76.86
t60163338324,adult,balistes capriscus,0,2016,34.48,-75.87
t60163338324,largejuv,balistes capriscus,0,2016,34.48,-75.87
t60163338324,smalljuv,balistes capriscus,0,2016,34.48,-75.87
t60163531324,adult,balistes capriscus,0,2016,33.47,-76.99
t60163531324,largejuv,balistes capriscus,0,2016,33.47,-76.99
t60163531324,smalljuv,balistes capriscus,0,2016,33.47,-76.99
p05030154061,adult,balistes capriscus,0,2003,33.2,-77.34
p05030154061,largejuv,balistes capriscus,0,2003,33.2,-77.34
p05030154061,smalljuv,balistes capriscus,0,2003,33.2,-77.34
t60133813324,adult,balistes capriscus,0,2013,31.12,-79.92
t60133813324,largejuv,balistes capriscus,0,2013,31.12,-79.92
t60133813324,smalljuv,balistes capriscus,0,2013,31.12,-79.92
p05130557061,adult,balistes capriscus,0,2013,33.47,-76.97
p05130557061,largejuv,balistes capriscus,0,2013,33.47,-76.97
p05130557061,smalljuv,balistes capriscus,0,2013,33.47,-76.97
t60153486324,adult,balistes capriscus,0,2015,30.46,-80.19
t60153486324,largejuv,balistes capriscus,0,2015,30.46,-80.19
t60153486324,smalljuv,balistes capriscus,0,2015,30.46,-80.19
t60153551324,adult,balistes capriscus,0,2015,34.48,-75.87
t60153551324,largejuv,balistes capriscus,0,2015,34.48,-75.87
t60153551324,smalljuv,balistes capriscus,0,2015,34.48,-75.87
t60154041324,adult,balistes capriscus,0,2015,29.94,-80.31
t60154041324,largejuv,balistes capriscus,0,2015,29.94,-80.31
t60154041324,smalljuv,balistes capriscus,0,2015,29.94,-80.31
t60123651324,adult,balistes capriscus,0,2012,30.36,-80.34
t60123651324,largejuv,balistes capriscus,0,2012,30.36,-80.34
t60123651324,smalljuv,balistes capriscus,0,2012,30.36,-80.34
t60153509324,adult,balistes capriscus,0,2015,30.99,-80.09
t60153509324,largejuv,balistes capriscus,0,2015,30.99,-80.09
t60153509324,smalljuv,balistes capriscus,0,2015,30.99,-80.09
t60163327324,adult,balistes capriscus,0,2016,34.48,-75.89
t60163327324,largejuv,balistes capriscus,0,2016,34.48,-75.89
